datetime,count
2024-08-22T16:38:00,1
2024-08-22T17:02:00,0
2024-08-22T17:04:00,1
2024-08-22T17:05:00,1
2024-08-22T17:06:00,0
2024-08-22T17:08:00,0
2024-08-22T17:32:00,0
2024-08-22T17:34:00,1
2024-08-22T17:35:00,1
2024-08-22T17:36:00,1
2024-08-22T17:38:00,1
2024-08-22T18:02:00,2
2024-08-22T18:04:00,1
2024-08-22T18:05:00,1
2024-08-22T18:07:00,0
2024-08-22T18:08:00,1
2024-08-22T18:32:00,0
2024-08-22T18:34:00,0
2024-08-22T18:35:00,0
2024-08-22T18:36:00,0
2024-08-22T18:38:00,0
2024-08-22T19:02:00,0
2024-08-22T19:04:00,1
2024-08-22T19:05:00,1
2024-08-22T19:06:00,0
2024-08-22T19:08:00,0
2024-08-22T19:32:00,0
2024-08-22T19:34:00,0
2024-08-22T19:35:00,1
2024-08-22T19:36:00,0
2024-08-22T19:38:00,0
2024-08-22T20:02:00,1
2024-08-22T20:04:00,0
2024-08-22T20:05:00,0
2024-08-22T20:06:00,0
2024-08-22T20:08:00,0
2024-08-22T20:32:00,0
2024-08-22T20:34:00,0
2024-08-22T20:35:00,0
2024-08-22T20:36:00,0
2024-08-22T20:38:00,0
2024-08-23T06:02:00,0
2024-08-23T06:04:00,0
2024-08-23T06:05:00,0
2024-08-23T06:06:00,0
2024-08-23T06:08:00,0
2024-08-23T06:32:00,0
2024-08-23T06:34:00,0
2024-08-23T06:35:00,0
2024-08-23T06:36:00,0
2024-08-23T06:38:00,0
2024-08-23T07:02:00,2
2024-08-23T07:04:00,0
2024-08-23T07:05:00,0
2024-08-23T07:06:00,0
2024-08-23T07:08:00,0
2024-08-23T07:32:00,0
2024-08-23T07:34:00,0
2024-08-23T07:35:00,0
2024-08-23T07:36:00,0
2024-08-23T07:38:00,0
2024-08-23T08:02:00,1
2024-08-23T08:04:00,0
2024-08-23T08:05:00,0
2024-08-23T08:06:00,0
2024-08-23T08:08:00,0
2024-08-23T08:32:00,0
2024-08-23T08:34:00,0
2024-08-23T08:35:00,1
2024-08-23T08:36:00,0
2024-08-23T08:38:00,0
2024-08-23T09:02:00,0
2024-08-23T09:04:00,0
2024-08-23T09:05:00,0
2024-08-23T09:06:00,0
2024-08-23T09:08:00,0
2024-08-23T09:32:00,0
2024-08-23T09:34:00,0
2024-08-23T09:35:00,0
2024-08-23T09:36:00,0
2024-08-23T09:38:00,0
2024-08-23T10:02:00,0
2024-08-23T10:04:00,0
2024-08-23T10:05:00,0
2024-08-23T10:06:00,0
2024-08-23T10:08:00,0
2024-08-23T10:32:00,0
2024-08-23T10:34:00,0
2024-08-23T10:35:00,0
2024-08-23T10:36:00,0
2024-08-23T10:38:00,0
2024-08-23T11:02:00,0
2024-08-23T11:04:00,0
2024-08-23T11:05:00,0
2024-08-23T11:06:00,0
2024-08-23T11:08:00,0
2024-08-23T11:32:00,0
2024-08-23T11:34:00,0
2024-08-23T11:35:00,0
2024-08-23T11:36:00,0
2024-08-23T11:38:00,0
2024-08-23T12:02:00,0
2024-08-23T12:04:00,0
2024-08-23T12:05:00,0
2024-08-23T12:06:00,0
2024-08-23T12:08:00,0
2024-08-23T12:32:00,0
2024-08-23T12:34:00,0
2024-08-23T12:35:00,0
2024-08-23T12:36:00,0
2024-08-23T12:38:00,0
2024-08-23T13:02:00,0
2024-08-23T13:04:00,0
2024-08-23T13:05:00,0
2024-08-23T13:06:00,0
2024-08-23T13:08:00,0
2024-08-23T13:32:00,0
2024-08-23T13:34:00,0
2024-08-23T13:35:00,0
2024-08-23T13:36:00,0
2024-08-23T13:38:00,0
2024-08-23T14:02:00,0
2024-08-23T14:04:00,0
2024-08-23T14:05:00,0
2024-08-23T14:06:00,0
2024-08-23T14:08:00,0
2024-08-23T14:32:00,0
2024-08-23T14:34:00,0
2024-08-23T14:35:00,0
2024-08-23T14:36:00,0
2024-08-23T14:38:00,0
2024-08-23T15:02:00,0
2024-08-23T15:04:00,0
2024-08-23T15:05:00,0
2024-08-23T15:06:00,0
2024-08-23T15:08:00,0
2024-08-23T15:32:00,0
2024-08-23T15:34:00,0
2024-08-23T15:35:00,0
2024-08-23T15:36:00,0
2024-08-23T15:38:00,0
2024-08-23T16:02:00,0
2024-08-23T16:04:00,0
2024-08-23T16:05:00,0
2024-08-23T16:06:00,0
2024-08-23T16:08:00,0
2024-08-23T16:32:00,0
2024-08-23T16:34:00,0
2024-08-23T16:35:00,0
2024-08-23T16:36:00,0
2024-08-23T16:38:00,0
2024-08-23T17:02:00,0
2024-08-23T17:04:00,0
2024-08-23T17:05:00,0
2024-08-23T17:06:00,0
2024-08-23T17:08:00,0
2024-08-23T17:32:00,0
2024-08-23T17:34:00,0
2024-08-23T17:35:00,0
2024-08-23T17:36:00,0
2024-08-23T17:38:00,0
2024-08-23T18:02:00,0
2024-08-23T18:04:00,0
2024-08-23T18:05:00,0
2024-08-23T18:06:00,0
2024-08-23T18:08:00,0
2024-08-23T18:32:00,0
2024-08-23T18:34:00,0
2024-08-23T18:35:00,0
2024-08-23T18:36:00,0
2024-08-23T18:38:00,0
2024-08-23T19:02:00,0
2024-08-23T19:04:00,0
2024-08-23T19:05:00,0
2024-08-23T19:06:00,0
2024-08-23T19:08:00,0
2024-08-23T19:32:00,0
2024-08-23T19:34:00,0
2024-08-23T19:35:00,0
2024-08-23T19:36:00,0
